# BLASTP 2.17.0+
# Query: pdb|9VJL|B Chain B, Receptor-interacting serine/threonine-protein kinase 1
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_4/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
pdb|9VJL|B	9VJL_B	100.000	16	0	0	1	16	1	16	3.20e-07	31.2
# BLASTP 2.17.0+
# Query: pdb|9VJL|A Chain A, Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_4/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
pdb|9VJL|A	9VJL_A	100.000	106	0	0	1	106	1	106	3.91e-81	224
pdb|9VJL|A	XP_081168213.1	31.818	22	15	0	9	30	464	485	0.60	19.6
pdb|9VJL|A	Q70KF4.2	21.739	23	18	0	40	62	1976	1998	6.1	16.9
pdb|9VJL|A	XP_081168255.1	35.294	34	17	2	17	50	42	70	6.8	16.5
# BLASTP 2.17.0+
# Query: sp|Q9ESU6.2|BRD4_MOUSE RecName: Full=Bromodomain-containing protein 4; AltName: Full=Mitotic chromosome-associated protein; Short=MCAP
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_4/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
sp|Q9ESU6.2|BRD4_MOUSE	Q9ESU6.2	100.000	1400	0	0	1	1400	1	1400	0.0	2764
sp|Q9ESU6.2|BRD4_MOUSE	Q70KF4.2	25.862	116	65	5	515	628	2649	2745	1.6	22.7
sp|Q9ESU6.2|BRD4_MOUSE	Q70KF4.2	23.881	67	40	3	1032	1094	1059	1118	3.5	21.9
# BLASTP 2.17.0+
# Query: sp|Q70KF4.2|CMYA5_MOUSE RecName: Full=Cardiomyopathy-associated protein 5; AltName: Full=Heart and skeletal muscle-specific and sprouty domain-containing; AltName: Full=Myospryn; AltName: Full=Stretch-response protein 553; AltName: Full=Stretch-responsive fibronectin protein type 3; AltName: Full=TRIM-like protein
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_4/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
sp|Q70KF4.2|CMYA5_MOUSE	Q70KF4.2	100.000	3739	0	0	1	3739	1	3739	0.0	7532
sp|Q70KF4.2|CMYA5_MOUSE	XP_081168254.1	50.000	28	14	0	2266	2293	185	212	4.7	22.3
sp|Q70KF4.2|CMYA5_MOUSE	XP_081168209.1	50.000	28	14	0	2266	2293	153	180	5.3	22.3
sp|Q70KF4.2|CMYA5_MOUSE	XP_081168213.1	23.016	126	73	4	3219	3323	78	200	6.8	22.3
# BLASTP 2.17.0+
# Query: sp|Q2TBA3.2|MALT1_MOUSE RecName: Full=Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog; AltName: Full=Paracaspase
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_4/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 4 hits found
sp|Q2TBA3.2|MALT1_MOUSE	Q2TBA3.2	100.000	832	0	0	1	832	1	832	0.0	1735
sp|Q2TBA3.2|MALT1_MOUSE	XP_081168213.1	26.984	63	43	1	614	673	200	262	3.7	20.8
sp|Q2TBA3.2|MALT1_MOUSE	Q70KF4.2	30.556	36	25	0	115	150	944	979	9.3	19.6
sp|Q2TBA3.2|MALT1_MOUSE	Q70KF4.2	25.000	36	27	0	214	249	1266	1301	9.7	19.6
# BLASTP 2.17.0+
