# BLASTP 2.17.0+
# Query: CAO7053860.1 Rubisco accumulation factor 1-like protein[Rubisco accumulation factor 1-1] [Arabidopsis thaliana]
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_32/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 18 hits found
CAO7053860.1	CAO7053860.1	100.000	434	0	0	1	434	1	434	0.0	881
CAO7053860.1	CAO7039644.1	65.487	452	135	7	1	434	1	449	0.0	568
CAO7053860.1	9N37_A	36.364	66	26	5	364	422	296	352	0.43	22.3
CAO7053860.1	9N37_A	48.000	25	6	1	323	340	355	379	2.8	19.6
CAO7053860.1	9N37_B	36.364	66	26	5	364	422	296	352	0.43	22.3
CAO7053860.1	9N37_B	48.000	25	6	1	323	340	355	379	2.8	19.6
CAO7053860.1	9N37_C	36.364	66	26	5	364	422	296	352	0.43	22.3
CAO7053860.1	9N37_C	48.000	25	6	1	323	340	355	379	2.8	19.6
CAO7053860.1	9N37_D	36.364	66	26	5	364	422	296	352	0.43	22.3
CAO7053860.1	9N37_D	48.000	25	6	1	323	340	355	379	2.8	19.6
CAO7053860.1	9N37_E	36.364	66	26	5	364	422	296	352	0.43	22.3
CAO7053860.1	9N37_E	48.000	25	6	1	323	340	355	379	2.8	19.6
CAO7053860.1	9N37_F	36.364	66	26	5	364	422	296	352	0.43	22.3
CAO7053860.1	9N37_F	48.000	25	6	1	323	340	355	379	2.8	19.6
CAO7053860.1	9N37_G	36.364	66	26	5	364	422	296	352	0.43	22.3
CAO7053860.1	9N37_G	48.000	25	6	1	323	340	355	379	2.8	19.6
CAO7053860.1	9N37_H	36.364	66	26	5	364	422	296	352	0.43	22.3
CAO7053860.1	9N37_H	48.000	25	6	1	323	340	355	379	2.8	19.6
# BLASTP 2.17.0+
# Query: CAO7048955.1 Carbohydrate kinase PfkB-like protein[GENES NECESSARY FOR THE ACHIEVEMENT OF RUBISCO ACCUMULATION 5] [Arabidopsis thaliana]
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_32/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
CAO7048955.1	CAO7048955.1	100.000	471	0	0	1	471	1	471	0.0	966
CAO7048955.1	CAO7039644.1	50.000	12	6	0	100	111	436	447	7.8	18.5
# BLASTP 2.17.0+
# Query: CAO7039644.1 Rubisco accumulation factor 1-like protein[Rubisco accumulation factor 1] [Arabidopsis thaliana]
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_32/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
CAO7039644.1	CAO7039644.1	100.000	449	0	0	1	449	1	449	0.0	916
CAO7039644.1	CAO7053860.1	65.487	452	135	7	1	449	1	434	0.0	545
CAO7039644.1	9N37_I	27.027	37	25	1	192	228	85	119	2.2	19.6
CAO7039644.1	9N37_J	27.027	37	25	1	192	228	85	119	2.2	19.6
CAO7039644.1	9N37_K	27.027	37	25	1	192	228	85	119	2.2	19.6
CAO7039644.1	9N37_L	27.027	37	25	1	192	228	85	119	2.2	19.6
CAO7039644.1	9N37_M	27.027	37	25	1	192	228	85	119	2.2	19.6
CAO7039644.1	9N37_N	27.027	37	25	1	192	228	85	119	2.2	19.6
CAO7039644.1	9N37_O	27.027	37	25	1	192	228	85	119	2.2	19.6
CAO7039644.1	9N37_P	27.027	37	25	1	192	228	85	119	2.2	19.6
