# BLASTP 2.17.0+
# Query: YDP00925.1 cytochrome c oxidase subunit I (mitochondrion) [Homo sapiens]
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_27/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
YDP00925.1	YDN31017.1	100.000	513	0	0	1	513	1	513	0.0	1026
YDP00925.1	YDN31030.1	100.000	513	0	0	1	513	1	513	0.0	1026
YDP00925.1	YCQ37814.1	100.000	513	0	0	1	513	1	513	0.0	1026
YDP00925.1	YDN93780.1	100.000	513	0	0	1	513	1	513	0.0	1026
YDP00925.1	YDN93963.1	100.000	513	0	0	1	513	1	513	0.0	1026
YDP00925.1	YDN94102.1	100.000	513	0	0	1	513	1	513	0.0	1026
YDP00925.1	YDP00925.1	100.000	513	0	0	1	513	1	513	0.0	1026
YDP00925.1	YDO68207.1	92.955	511	36	0	1	511	1	511	0.0	917
YDP00925.1	YP_161184.1	90.058	513	51	0	1	513	1	513	0.0	898
YDP00925.1	XHB32457.1	90.998	511	46	0	1	511	1	511	0.0	898
# BLASTP 2.17.0+
# Query: YDO68207.1 cytochrome c oxidase subunit 1 (mitochondrion) [Lynx rufus]
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_27/blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
YDO68207.1	YDO68207.1	100.000	514	0	0	1	514	1	514	0.0	1026
YDO68207.1	XHB32457.1	96.109	514	20	0	1	514	1	514	0.0	994
YDO68207.1	YP_161184.1	94.129	511	30	0	1	511	1	511	0.0	931
YDO68207.1	YDN31017.1	92.955	511	36	0	1	511	1	511	0.0	912
YDO68207.1	YDN31030.1	92.955	511	36	0	1	511	1	511	0.0	912
YDO68207.1	YCQ37814.1	92.955	511	36	0	1	511	1	511	0.0	912
YDO68207.1	YDN93780.1	92.955	511	36	0	1	511	1	511	0.0	912
YDO68207.1	YDN93963.1	92.955	511	36	0	1	511	1	511	0.0	912
YDO68207.1	YDN94102.1	92.955	511	36	0	1	511	1	511	0.0	912
YDO68207.1	YDP00925.1	92.955	511	36	0	1	511	1	511	0.0	912
# BLASTP 2.17.0+
# Query: YDN89158.1 cytochrome c oxidase subunit I, partial (mitochondrion) [Mus musculus]
# Database: /localdisk/home/s2837201/public_html/ICA/data/job_27/blastdb
